NumeroProveedor,Platillo,Description,tokens,CategoryId,SubcategoryId
62,Panchos,"Nachos acompañados con frijoles refritos, queso gratinado y carne en discada (250gr)","['panchos', 'nachos', 'acompañados', 'frijoles', 'refritos', 'queso', 'gratinado', 'carne', 'discada']",6,9
62,Pechuga de pollo a la parrilla,Acompañado de lechuga (250gr),"['pechuga', 'pollo', 'parrilla', 'acompañado', 'lechuga']",6,9
62,Tacos de sirloin o arrachera,Tacos de 150 gr,"['tacos', 'sirloin', 'arrachera', 'tacos']",6,9
62,Parrillada para 4 personas,"Sirloin o arrachera asados acompañados con frijoles a la charra, cebolla asada y salchicha asada","['parrillada', 'personas', 'sirloin', 'arrachera', 'asados', 'acompañados', 'frijoles', 'charra', 'cebolla', 'asada', 'salchicha', 'asada']",6,9
62,Papa asada especial,Lechuga romana acompañada de fajitas de pechuga de pollo a la parrilla y aderezo césar. 200 grs,"['papa', 'asada', 'especial', 'lechuga', 'romana', 'acompañada', 'fajitas', 'pechuga', 'pollo', 'parrilla', 'aderezo', 'césar', 'grs']",6,9
62,Hamburguesa al carbón,Acompañada de papas fritas y jalapeño,"['hamburguesa', 'carbón', 'acompañada', 'papas', 'fritas', 'jalapeño']",6,9
62,Parrillada sirloin o arrachera,"250 gr de carne, acompañada de frijoles a la charra, cebolla asada y salchicha asada","['parrillada', 'sirloin', 'arrachera', 'carne', 'acompañada', 'frijoles', 'charra', 'cebolla', 'asada', 'salchicha', 'asada']",6,9
62,Papa asada sencilla,Papas fritas gratinadas con queso blanco 260 grs.,"['papa', 'asada', 'sencilla', 'papas', 'fritas', 'gratinadas', 'queso', 'blanco', 'grs']",6,9
62,Taco Pirata Sirloin o Arrachera,"Tortilla de harina con fajitas de Sirloin o Arrachera asado al carbón, queso blanco y aguacate.","['taco', 'pirata', 'sirloin', 'arrachera', 'tortilla', 'harina', 'fajitas', 'sirloin', 'arrachera', 'asado', 'carbón', 'queso', 'blanco', 'aguacate']",6,9
62,Tecate ,Botella de Media,"['tecate', 'botella', 'media']",6,9
62,Indio ,Botella de Media,"['indio', 'botella', 'media']",6,9
62,XX Lager ,Botella de Media,"['lager', 'botella', 'media']",6,9
62,Heineken ,Botella de Media,"['heineken', 'botella', 'media']",6,9
62,Amstel ,Botella de Media,"['amstel', 'botella', 'media']",6,9
62,Cubeta de Tecate (6),,"['cubeta', 'tecate']",6,9
62,Cubeta Indio (6),,"['cubeta', 'indio']",6,9
62,Cubeta XX (6),,['cubeta'],6,9
62,Cubeta de Tecate (10),,"['cubeta', 'tecate']",6,9
62,Cubeta Indio (10),,"['cubeta', 'indio']",6,9
62,Cubeta XX (10),,['cubeta'],6,9
62,Cubeta Heineken (6),,"['cubeta', 'heineken']",6,9
62,Cubeta Amstel (6),,"['cubeta', 'amstel']",6,9
62,Cubeta Heineken (10),,"['cubeta', 'heineken']",6,9
62,Cubeta Amstel (10),,"['cubeta', 'amstel']",6,9
62,Bebidas Preparadas Vaso,,"['bebidas', 'preparadas', 'vaso']",6,9
62,Bebidas Preparadas de Litro,,"['bebidas', 'preparadas', 'litro']",6,9
62,Whisky de vaso 12 años,Elige tu preferido!,"['whisky', 'vaso', 'años', 'elige', 'preferido']",6,9
62,Whisky de litro 12 años,Elige tu preferido!,"['whisky', 'litro', 'años', 'elige', 'preferido']",6,9
62,Buchanans de Copa 18 años,,"['buchanans', 'copa', 'años']",6,9
62,Buchanans de litro 18 años,,"['buchanans', 'litro', 'años']",6,9
62,Cognac Martell VSOP Copa,,"['cognac', 'martell', 'vsop', 'copa']",6,9
62,Paris de Noche,,"['paris', 'noche']",6,9
62,ABC,,['abc'],6,9
62,Faja de oro,,"['faja', 'oro']",6,9
62,Bebida Azul ,,"['bebida', 'azul']",6,9
64,Enchiladas crema verde,Enchilada de crema verde con crema pura de chile serrano.  No hay cortesías en medias órdenes.,"['enchiladas', 'crema', 'verde', 'enchilada', 'crema', 'verde', 'crema', 'pura', 'chile', 'serrano', 'cortesías', 'medias', 'órdenes']",1,13
62,El Jimador Rep. Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['jimador', 'rep', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,El Jimador Rep. Copa,Copa 1.5 Oz,"['jimador', 'rep', 'copa', 'copa']",6,9
64,Enchiladas de crema roja,Enchilada de crema pura con chile de árbol  No hay cortesías en medias órdenes,"['enchiladas', 'crema', 'roja', 'enchilada', 'crema', 'pura', 'chile', 'árbol', 'cortesías', 'medias', 'órdenes']",1,13
62,Herradura Rep. Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['herradura', 'rep', 'botella', 'botella', 'incluye', 'refrescos']",6,9
64,Enchiladas veracruzana,Enchilada veracruzana con chile de color y ancho rellenas de queso  No hay cortesías en medias órdenes,"['enchiladas', 'veracruzana', 'enchilada', 'veracruzana', 'chile', 'color', 'ancho', 'rellenas', 'queso', 'cortesías', 'medias', 'órdenes']",1,13
62,Herradura Rep. Copa,Copa 1.5 Oz,"['herradura', 'rep', 'copa', 'copa']",6,9
64,Enchilada por pieza,Enchilada individual,"['enchilada', 'pieza', 'enchilada', 'individual']",1,13
62,Don Julio 70 Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['don', 'julio', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Don Julio 70 copa,Botella de 3/4 lt. incluye de 6 refrescos,"['don', 'julio', 'copa', 'botella', 'incluye', 'refrescos']",6,9
64,Enchilada huasteca por pieza,Enchilada huasteca individual,"['enchilada', 'huasteca', 'pieza', 'enchilada', 'huasteca', 'individual']",1,13
62,Don Julio Rep. Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['don', 'julio', 'rep', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Don Julio Rep. Copa,Copa 1.5 Oz,"['don', 'julio', 'rep', 'copa', 'copa']",6,9
62,Tradicional Rep. Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['tradicional', 'rep', 'botella', 'botella', 'incluye', 'refrescos']",6,9
64,Entomatadas,Entomatadas sin guarnición,"['entomatadas', 'entomatadas', 'guarnición']",1,13
62,Tradicional Rep. Copa,Copa 1.5 Oz,"['tradicional', 'rep', 'copa', 'copa']",6,9
62,Reserva 1800 Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['reserva', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Reserva 1800 Copa,Copa 1.5 Oz,"['reserva', 'copa', 'copa']",6,9
64,Encremadas,Media orden de encremadas sin guarnición,"['encremadas', 'media', 'orden', 'encremadas', 'guarnición']",1,13
64,Enfrijoladas,Media órden de enfrijoladas sin guarnición,"['enfrijoladas', 'media', 'órden', 'enfrijoladas', 'guarnición']",1,13
62,Centenario Rep. Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['centenario', 'rep', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Centenario Rep. Copa,Copa 1.5 Oz,"['centenario', 'rep', 'copa', 'copa']",6,9
62,Don Julio 70 Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['don', 'julio', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Don Julio 70 Copa,Copa 1.5 oz,"['don', 'julio', 'copa', 'copa']",6,9
62,Maestro Dobel Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['maestro', 'dobel', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Maestro Dobel Copa,Copa 1.5 oz,"['maestro', 'dobel', 'copa', 'copa']",6,9
62,Don Pedro Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['don', 'pedro', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Don Pedro Copa,Copa 1.5 Oz,"['don', 'pedro', 'copa', 'copa']",6,9
62,Azteca de Oro Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['azteca', 'oro', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Azteca de Oro Copa,Copa 1.5 Oz,"['azteca', 'oro', 'copa', 'copa']",6,9
62,Torres 10 Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['torres', 'botella', 'botella', 'incluye', 'refrescos']",6,9
64,Enpipianadas,Media órden de enipipianadas sin guarnición,"['enpipianadas', 'media', 'órden', 'enipipianadas', 'guarnición']",1,13
62,Torres 10 Copa,Copa 1.5 Oz,"['torres', 'copa', 'copa']",6,9
62,Martell VSOP Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['martell', 'vsop', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Martell VSOP Copa,Copa 1.5 Oz,"['martell', 'vsop', 'copa', 'copa']",6,9
62,Baileys Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['baileys', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Baileys Copa,Botella de 3/4 lt. incluye de 6 refrescos,"['baileys', 'copa', 'botella', 'incluye', 'refrescos']",6,9
62,Amaretto Botella,Botella de 3/4 lt. incluye de 6 refrescos,"['amaretto', 'botella', 'botella', 'incluye', 'refrescos']",6,9
62,Amaretto Copa,Copa 1.5 Oz,"['amaretto', 'copa', 'copa']",6,9
62,Buchanan´s 12 años,Botella de 3/4 lt. incluye de 6 refrescos,"['buchanan´s', 'años', 'botella', 'incluye', 'refrescos']",6,9
62,Buchanan´s 18 años,Botella de 3/4 lt. incluye de 6 refrescos,"['buchanan´s', 'años', 'botella', 'incluye', 'refrescos']",6,9
62,Chivas Regall 12 años,Botella de 3/4 lt. incluye de 6 refrescos,"['chivas', 'regall', 'años', 'botella', 'incluye', 'refrescos']",6,9
62,Etiqueta Negra 12 años,Botella de 3/4 lt. incluye de 6 refrescos,"['etiqueta', 'negra', 'años', 'botella', 'incluye', 'refrescos']",6,9
62,Bacardi Blanco,Botella de 3/4 lt. incluye de 6 refrescos,"['bacardi', 'blanco', 'botella', 'incluye', 'refrescos']",6,9
64,Encacahuatadas,Media órden de encacahuatadas sin guarnición No hay cortesías en medias órdenes,"['encacahuatadas', 'media', 'órden', 'encacahuatadas', 'guarnición', 'cortesías', 'medias', 'órdenes']",1,13
62,Bacardi Añejo,Botella de 3/4 lt. incluye de 6 refrescos,"['bacardi', 'añejo', 'botella', 'incluye', 'refrescos']",6,9
62,Bacardi Solero,Botella de 3/4 lt. incluye de 6 refrescos,"['bacardi', 'solero', 'botella', 'incluye', 'refrescos']",6,9
62,Appleton Especial,Botella de 3/4 lt. incluye de 6 refrescos,"['appleton', 'especial', 'botella', 'incluye', 'refrescos']",6,9
62,Appleton White,Botella de 3/4 lt. incluye de 6 refrescos,"['appleton', 'white', 'botella', 'incluye', 'refrescos']",6,9
62,Capitan Morgan,Botella de 3/4 lt. incluye de 6 refrescos,"['capitan', 'morgan', 'botella', 'incluye', 'refrescos']",6,9
62,Absolut,Botella de 3/4 lt. incluye de 6 refrescos,"['absolut', 'botella', 'incluye', 'refrescos']",6,9
62,Smirnoff,,['smirnoff'],6,9
62,Vino Tinto,Botella de 3/4 lt. incluye de 6 refrescos,"['vino', 'tinto', 'botella', 'incluye', 'refrescos']",6,9
62,Vino Blanco,,"['vino', 'blanco']",6,9
63,Milano,"Queso mozzarella con salsa pomodoro, salchicha polaca, tocino y chorizo español","['milano', 'queso', 'mozzarella', 'salsa', 'pomodoro', 'salchicha', 'polaca', 'tocino', 'chorizo', 'español']",17,56
64,Huastecas,Media órden de enchiladas huastecas rellenas de queso o huevo,"['huastecas', 'media', 'órden', 'enchiladas', 'huastecas', 'rellenas', 'queso', 'huevo']",1,13
63,Cinque carne,"Queso mozzarella con salsa pomodoro, chistorra, salchicha polaca, chorizo español, pepperoni, tocino y aceituna negra","['cinque', 'carne', 'queso', 'mozzarella', 'salsa', 'pomodoro', 'chistorra', 'salchicha', 'polaca', 'chorizo', 'español', 'pepperoni', 'tocino', 'aceituna', 'negra']",17,56
64,Enpipianadas a la Tamiahua,"Rellenas de camarón al ajillo, bañadas de salsa de pipián","['enpipianadas', 'tamiahua', 'rellenas', 'camarón', 'ajillo', 'bañadas', 'salsa', 'pipián']",1,13
63,Primavera,"Queso mozzarella con salsa pomodoro, pepperoni, arúgula, tomate cherry, alcachofa, albahaca y aceite de oliva con romero","['primavera', 'queso', 'mozzarella', 'salsa', 'pomodoro', 'pepperoni', 'arúgula', 'tomate', 'cherry', 'alcachofa', 'albahaca', 'aceite', 'oliva', 'romero']",17,56
63,Amanti de la carne,"Queso mozzarella con salsa pomodoro, pepperoni, jamón, tocino, salchicha polaca y salchicha italiana","['amanti', 'carne', 'queso', 'mozzarella', 'salsa', 'pomodoro', 'pepperoni', 'jamón', 'tocino', 'salchicha', 'polaca', 'salchicha', 'italiana']",17,56
63,Napolitana,"Queso mozzarella con salsa pomodoro, tomate deshidratado y queso de cabra","['napolitana', 'queso', 'mozzarella', 'salsa', 'pomodoro', 'tomate', 'deshidratado', 'queso', 'cabra']",17,56
63,Margherita ,"Queso mozzarella con salsa pomodoro, alcachofa, alcaparra, aceituna verde, tomate cherry, espinaca y parmesano","['margherita', 'queso', 'mozzarella', 'salsa', 'pomodoro', 'alcachofa', 'alcaparra', 'aceituna', 'verde', 'tomate', 'cherry', 'espinaca', 'parmesano']",17,56
63,Mosaico del giardino,"Queso mozzarella con salsa pomodoro, espinaca, tomate cherry, cebolla morada, chile morrón, aceitunas mixtas y gorgonzola","['mosaico', 'giardino', 'queso', 'mozzarella', 'salsa', 'pomodoro', 'espinaca', 'tomate', 'cherry', 'cebolla', 'morada', 'chile', 'morrón', 'aceitunas', 'mixtas', 'gorgonzola']",17,56
63,La vikinga,"Queso mozzarella con salsa pomodoro, pepperoni, salchicha polaca, alcachofa, tomate cherry, cebolla morada, tocino y parmesano","['vikinga', 'queso', 'mozzarella', 'salsa', 'pomodoro', 'pepperoni', 'salchicha', 'polaca', 'alcachofa', 'tomate', 'cherry', 'cebolla', 'morada', 'tocino', 'parmesano']",17,56
63,Sogni D'oro,"Queso mozarella con salsa pomodoro, pepperoni, tocino, cebolla morada, chila morrón, tomate cherry, parmesano y gorgonzola","['sogni', 'doro', 'queso', 'mozarella', 'salsa', 'pomodoro', 'pepperoni', 'tocino', 'cebolla', 'morada', 'chila', 'morrón', 'tomate', 'cherry', 'parmesano', 'gorgonzola']",17,56
63,Sorrento,"Queso mozzarella con salsa pomodoro, champiñones, tomate cherry, cebolla morada, espinaca, arúgula y queso de cabra","['sorrento', 'queso', 'mozzarella', 'salsa', 'pomodoro', 'champiñones', 'tomate', 'cherry', 'cebolla', 'morada', 'espinaca', 'arúgula', 'queso', 'cabra']",17,56
63,Coca cola,,"['coca', 'cola']",17,56
63,Coca cola light,,"['coca', 'cola', 'light']",17,56
63,Agua mineral,,"['agua', 'mineral']",17,56
63,Agua natural,,"['agua', 'natural']",17,56
64,Estrujadas o Machucadas,"Media orden de estrujadas o machucadas con tortilla gruesa con manteca de puerco, fijoles de olla, crema y queso acompañadas de cecina, pollo, chuleta o ubre","['estrujadas', 'machucadas', 'media', 'orden', 'estrujadas', 'machucadas', 'tortilla', 'gruesa', 'manteca', 'puerco', 'fijoles', 'olla', 'crema', 'queso', 'acompañadas', 'cecina', 'pollo', 'chuleta', 'ubre']",1,13
64,"Bistec Ranchero, mexicana o encebollado",,"['bistec', 'ranchero', 'mexicana', 'encebollado']",1,13
64,Ubre ranchera o encebollada,,"['ubre', 'ranchera', 'encebollada']",1,13
64,Huevos al gusto,,"['huevos', 'gusto']",1,13
64,Tacos de cecina o ubre,,"['tacos', 'cecina', 'ubre']",1,13
64,Quesadillas,,['quesadillas'],1,13
64,Taco de barbacoa,,"['taco', 'barbacoa']",1,13
64,Barbacoa por kilo,,"['barbacoa', 'kilo']",1,13
64,"Pza de cecina, pollo, chuleta o ubre",,"['pza', 'cecina', 'pollo', 'chuleta', 'ubre']",1,13
64,Bocoles huevo o frijoles,,"['bocoles', 'huevo', 'frijoles']",1,13
64,Orden frijoles o tortilla ,,"['orden', 'frijoles', 'tortilla']",1,13
64,Zacahuitl,,['zacahuitl'],1,13
64,Tamales de puerco en hoja de plátano,,"['tamales', 'puerco', 'hoja', 'plátano']",1,13
64,Queso fresco,,"['queso', 'fresco']",1,13
64,Queso panela,,"['queso', 'panela']",1,13
64,Queso asadero,,"['queso', 'asadero']",1,13
64,Crema 1/2 kilo,,"['crema', 'kilo']",1,13
64,Chorizo 1/2 kilo,,"['chorizo', 'kilo']",1,13
64,Cecina (Kg),,['cecina'],1,13
64,"Roscas, pemoles, trenzas",,"['roscas', 'pemoles', 'trenzas']",1,13
57,"Cubeta Tkt, indio o XX (6)",,"['cubeta', 'tkt', 'indio']",6,9
57,Cubeta Heineken o Amstel (6),,"['cubeta', 'heineken', 'amstel']",6,9
57,"Cubeta Tkt, indio o XX (10)",,"['cubeta', 'tkt', 'indio']",6,9
57,Cubeta Heineken o Amstel (10),,"['cubeta', 'heineken', 'amstel']",6,9
57,Bebida preparada,,"['bebida', 'preparada']",6,9
57,Whisky 12 años,,"['whisky', 'años']",6,9
57,Buchanans 18 años,,"['buchanans', 'años']",6,9
57,Cognac Martel VSOP (copa),,"['cognac', 'martel', 'vsop', 'copa']",6,9
57,Paris de Noche,,"['paris', 'noche']",6,9
57,ABC,,['abc'],6,9
57,Faja de Oro,,"['faja', 'oro']",6,9
57,Bebida azul,,"['bebida', 'azul']",6,9
57,El Jimador Reposado (Botella),,"['jimador', 'reposado', 'botella']",6,9
57,El Jimador Reposado (Copa),,"['jimador', 'reposado', 'copa']",6,9
57,Herradura Reposado (Botella),,"['herradura', 'reposado', 'botella']",6,9
57,Herradura Reposado (Copa),,"['herradura', 'reposado', 'copa']",6,9
57,Don Julio 70 (Botella),,"['don', 'julio', 'botella']",6,9
57,Don Julio 70 (Copa),,"['don', 'julio', 'copa']",6,9
57,Don Julio Reposado (Botella),,"['don', 'julio', 'reposado', 'botella']",6,9
57,Don Julio Reposado (Copa),,"['don', 'julio', 'reposado', 'copa']",6,9
57,Tradicional Reposado (Botella),,"['tradicional', 'reposado', 'botella']",6,9
57,Tradicional Reposado (Copa),,"['tradicional', 'reposado', 'copa']",6,9
17,Monte Cristo,"Relleno de jamón y queso acompañada de una ensalada fresca de fresa, arándanos, lechuga y almendra.","['monte', 'cristo', 'relleno', 'jamón', 'queso', 'acompañada', 'ensalada', 'fresca', 'fresa', 'arándanos', 'lechuga', 'almendra']",3,7
57,Reserva 1800 (Botella),,"['reserva', 'botella']",6,9
57,Reserva 1800 (Copa),,"['reserva', 'copa']",6,9
17,Crema de Tomate ,,"['crema', 'tomate']",3,7
29,Chilacu¨s,"Crujiente tortilla bañada en salsa verde o roja, acompañados de frijoles refritos, queso, crema y cebolla morada.","['chilacu¨s', 'crujiente', 'tortilla', 'bañada', 'salsa', 'verde', 'roja', 'acompañados', 'frijoles', 'refritos', 'queso', 'crema', 'cebolla', 'morada']",1,13
29,Malteadas ,"Si eres fanático de los sabores explosivos, tu mejor opción son nuestras malteadas","['malteadas', 'eres', 'fanático', 'sabores', 'explosivos', 'mejor', 'opción', 'son', 'nuestras', 'malteadas']",1,13
29,Nacho Libre ,"Nachos crujientes con mix de quesos de la casa, frijoles y jalapeños ","['nacho', 'libre', 'nachos', 'crujientes', 'mix', 'quesos', 'casa', 'frijoles', 'jalapeños']",1,13
29,Jugo de Naranja ,,"['jugo', 'naranja']",1,13
29,Habacu' s carajillo,,"['habacu', 'carajillo']",1,13
29,Cubeta de 5,"Amster Ultra, Michelob Ultra, Corona, Modelo ","['cubeta', 'amster', 'ultra', 'michelob', 'ultra', 'corona', 'modelo']",1,13
29,Modelo,,['modelo'],1,13
57,Centenario Reposado (Botella),Botella de 3/4 lt. incluye 6 refrescos,"['centenario', 'reposado', 'botella', 'botella', 'incluye', 'refrescos']",6,9
29,Fuze Tea,,"['fuze', 'tea']",1,13
57,Centenario Reposado (Copa),,"['centenario', 'reposado', 'copa']",6,9
64,Café ,,['café'],1,13
64,Refresco,,['refresco'],1,13
57,Don Julio 70 (Botella),Botella de 3/4 lt. incluye 6 refrescos,"['don', 'julio', 'botella', 'botella', 'incluye', 'refrescos']",6,9
57,Don Julio 70 (Copa),,"['don', 'julio', 'copa']",6,9
64,Agua horchata o jamaica,Imagen ilustrativa: agua de horchata,"['agua', 'horchata', 'jamaica', 'imagen', 'ilustrativa', 'agua', 'horchata']",1,13
57,Maestro Dobel (Botella),Botella de 3/4 lt. incluye 6 refrescos,"['maestro', 'dobel', 'botella', 'botella', 'incluye', 'refrescos']",6,9
57,Maestro Dobel (Copa),,"['maestro', 'dobel', 'copa']",6,9
64,Plátanos fritos,Con crema y queso o naturales,"['plátanos', 'fritos', 'crema', 'queso', 'naturales']",1,13
57,Don Pedro (Botella),Botella de 3/4 lt. incluye 6 refrescos,"['don', 'pedro', 'botella', 'botella', 'incluye', 'refrescos']",6,9
57,Don Pedro (Copa),,"['don', 'pedro', 'copa']",6,9
57,Azteca de Oro (Botella),Botella de 3/4 lt. incluye 6 refrescos,"['azteca', 'oro', 'botella', 'botella', 'incluye', 'refrescos']",6,9
57,Azteca de Oro (Copa),,"['azteca', 'oro', 'copa']",6,9
57,Torres 10 (Botella),Botella de 3/4 lt. incluye 6 refrescos,"['torres', 'botella', 'botella', 'incluye', 'refrescos']",6,9
57,Torres 10 (Copa),,"['torres', 'copa']",6,9
57,Martell VSOP (Botella),Botella de 3/4 lt. incluye 6 refrescos,"['martell', 'vsop', 'botella', 'botella', 'incluye', 'refrescos']",6,9
57,Martell VSOP (Copa),,"['martell', 'vsop', 'copa']",6,9
57,Baileys (Botella),Botella de 3/4 lt. incluye 6 refrescos,"['baileys', 'botella', 'botella', 'incluye', 'refrescos']",6,9
57,Baileys (Copa),,"['baileys', 'copa']",6,9
57,Amareto (Botella),,"['amareto', 'botella']",6,9
57,Amareto (Copa),,"['amareto', 'copa']",6,9
57,Buchanan's 12 años,Botella de 3/4 lt. incluye 6 refrescos,"['buchanans', 'años', 'botella', 'incluye', 'refrescos']",6,9
57,Buchanan's 18 años,,"['buchanans', 'años']",6,9
57,Chivas Regall 12 años ,Botella de 3/4 lt. incluye 6 refrescos,"['chivas', 'regall', 'años', 'botella', 'incluye', 'refrescos']",6,9
57,Etiqueta negra 12 años,,"['etiqueta', 'negra', 'años']",6,9
57,Bacardi blanco,Botella de 3/4 lt. incluye 6 refrescos,"['bacardi', 'blanco', 'botella', 'incluye', 'refrescos']",6,9
57,Bacardi añejo,Botella de 3/4 lt. incluye 6 refrescos,"['bacardi', 'añejo', 'botella', 'incluye', 'refrescos']",6,9
57,Bacardi Solero,Botella de 3/4 lt. incluye 6 refrescos,"['bacardi', 'solero', 'botella', 'incluye', 'refrescos']",6,9
57,Appleton White,Botella de 3/4 lt. incluye 6 refrescos,"['appleton', 'white', 'botella', 'incluye', 'refrescos']",6,9
57,Capitan Morgan,Botella de 3/4 lt. incluye 6 refrescos,"['capitan', 'morgan', 'botella', 'incluye', 'refrescos']",6,9
57,Absolut,Botella de 3/4 lt. incluye 6 refrescos,"['absolut', 'botella', 'incluye', 'refrescos']",6,9
57,Smirnoff,,['smirnoff'],6,9
57,Vino Tinto,,"['vino', 'tinto']",6,9
57,Vino Blanco,,"['vino', 'blanco']",6,9
65,Paella Mixta (2 Personas),"Arroz bomba, muslo de pollo, costilla de cerdo, chistorra, camarones, almeja, ejote y azafrán.","['paella', 'mixta', 'personas', 'arroz', 'bomba', 'muslo', 'pollo', 'costilla', 'cerdo', 'chistorra', 'camarones', 'almeja', 'ejote', 'azafrán']",1,17
65,Paella de pollo y puerco,"Porción individual de paella con pollo, costilla de cerdo, chistorra, arroz bomba y azafrán","['paella', 'pollo', 'puerco', 'porción', 'individual', 'paella', 'pollo', 'costilla', 'cerdo', 'chistorra', 'arroz', 'bomba', 'azafrán']",1,17
65,Pulpo a la Gallega,"Servio sobre una cama de patatas, acompañado de pimentón de la vera y aceite de oliva V.E. 180g.","['pulpo', 'gallega', 'servio', 'cama', 'patatas', 'acompañado', 'pimentón', 'vera', 'aceite', 'oliva']",1,17
65,Ensalada pesto,"Fresca ensalada con lechuga, queso manchego, aceitunas y tomate bañada en pesto y nevada con queso manchego semicurado","['ensalada', 'pesto', 'fresca', 'ensalada', 'lechuga', 'queso', 'manchego', 'aceitunas', 'tomate', 'bañada', 'pesto', 'nevada', 'queso', 'manchego', 'semicurado']",1,17
65,Tortilla de patatas con cebolla,"La tradicional tortilla española con patatas confitadas en aceite de oliva, cebolla y huevo","['tortilla', 'patatas', 'cebolla', 'tradicional', 'tortilla', 'española', 'patatas', 'confitadas', 'aceite', 'oliva', 'cebolla', 'huevo']",1,17
65,Patatas alioli,"Cubos de papa bañados en unu aderezo de alioli, con crujientes trozos de jamón serrano picado. Se sirven frías","['patatas', 'alioli', 'cubos', 'papa', 'bañados', 'unu', 'aderezo', 'alioli', 'crujientes', 'trozos', 'jamón', 'serrano', 'picado', 'sirven', 'frías']",1,17
65,Orden de pan,Pan con alioli tradicional o de albahaca,"['orden', 'pan', 'pan', 'alioli', 'tradicional', 'albahaca']",1,17
65,Media orden de pan,,"['media', 'orden', 'pan']",1,17
65,Paquete pareja,2 Paellas (mixtas o de pollo y puerco) 1 Orden de pan con alioli (ajo o albahaca) 1 Tabla especial,"['paquete', 'pareja', 'paellas', 'mixtas', 'pollo', 'puerco', 'orden', 'pan', 'alioli', 'ajo', 'albahaca', 'tabla', 'especial']",1,17
65,Paquete familiar,4 paellas (mixtas o de lollo y puerco 2 Órdenes de pan con alioli (ajo o albahaca) 1 Tabla gourmet,"['paquete', 'familiar', 'paellas', 'mixtas', 'lollo', 'puerco', 'órdenes', 'pan', 'alioli', 'ajo', 'albahaca', 'tabla', 'gourmet']",1,17
65,Jamón serrano,Porción de 100 gr.,"['jamón', 'serrano', 'porción']",1,17
65,Chorizo salamanca,Porción de 50 gr.,"['chorizo', 'salamanca', 'porción']",1,17
66,Kase Brezel,"Tradicional pan alemán en forma de lazo, relleno de queso crema, perfecto para botanear!","['kase', 'brezel', 'tradicional', 'pan', 'alemán', 'forma', 'lazo', 'relleno', 'queso', 'crema', 'perfecto', 'botanear']",6,9
65,Queso manchego semi curado,Porción de 50 gr.,"['queso', 'manchego', 'semi', 'curado', 'porción']",1,17
65,Lomo embuchado,Porción de 50 gr.,"['lomo', 'embuchado', 'porción']",1,17
65,Salchichón,Porción de 50 gr.,"['salchichón', 'porción']",1,17
65,Queso de cabra al vino tinto,Porción de 50 gr.,"['queso', 'cabra', 'vino', 'tinto', 'porción']",1,17
66,Papas bañadas,"200gr de papas fritas bañadas con salsa buffalo, queso ranch y tocino","['papas', 'bañadas', 'papas', 'fritas', 'bañadas', 'salsa', 'buffalo', 'queso', 'ranch', 'tocino']",6,9
65,Tabla especial,40 gr. de jamón serrano 70 gr. de queso manchego 25 gr. de aceitunas,"['tabla', 'especial', 'jamón', 'serrano', 'queso', 'manchego', 'aceitunas']",1,17
66,Papas cambray,"200gr de papa cambray sazonadas con pimienta, limon y ajo ","['papas', 'cambray', 'papa', 'cambray', 'sazonadas', 'pimienta', 'limon', 'ajo']",6,9
65,Tabla gourmet,40 gr. de jamón serrano 40 gr. de queso manchego ibérico 25 gr. de aceitunas,"['tabla', 'gourmet', 'jamón', 'serrano', 'queso', 'manchego', 'ibérico', 'aceitunas']",1,17
66,Dedos de queso (6 piezas),6 piezas acompañadas de aderezo de salsa de tomate,"['dedos', 'queso', 'piezas', 'piezas', 'acompañadas', 'aderezo', 'salsa', 'tomate']",6,9
