NumeroProveedor,NumeroSocioConsumidor,OrderID,Name,MontoTotal,Description,latitud,longitud
123,25778,39910,Brisket,568.05,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25778,39910,Brisket Sandwich,568.05,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,25778,39910,Cheese,568.05,"Deliciosa torta de queso, receta original.",25.6529133,-100.3380086
123,25778,39910,Dr. Pepper,568.05,'-,25.6529133,-100.3380086
123,25792,44304,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,25821,37944,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,25830,38426,Brisket,781.25,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25830,38426,Pork Belly Bites,781.25,"Cubos de panceta de cerdo ahumados lentamente con un toque dulce. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25830,38426,Pulled Pork,781.25,"Tradicional paleta de cerdo ahumada y desmenuzada en sus propios jugos. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25888,38066,Brisket,247.5,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25896,39218,Brisket,247.5,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25896,39231,Iced Tea,73.5,'-,25.6529133,-100.3380086
123,25897,39212,Pork Ribs,225.5,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25897,39223,Cherry,88.2,Pay 100% de cereza natural sobre masa sablee.,25.6529133,-100.3380086
123,25897,39223,Iced Tea,88.2,'-,25.6529133,-100.3380086
123,25902,38073,50 & 50 Sandwich,239.8,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,25902,38073,Coke,239.8,'-,25.6529133,-100.3380086
123,25902,38073,Mtn Dew,239.8,'-,25.6529133,-100.3380086
123,25903,38048,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,25912,39219,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,25912,39221,Cheese,51.45,"Deliciosa torta de queso, receta original.",25.6529133,-100.3380086
123,25912,39227,Iced Tea,36.75,'-,25.6529133,-100.3380086
123,25921,38069,French Fries,170.5,Clásicas papas fritas  con un toque de sal.,25.6529133,-100.3380086
123,25921,38069,Mac and Cheese,170.5,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,25922,38083,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,25938,38092,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,25939,38086,Brisket Sandwich,392.7,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,25939,38086,French Fries,392.7,Clásicas papas fritas  con un toque de sal.,25.6529133,-100.3380086
123,25939,38086,Nachos C/Chilli & Cheese,392.7,"Nachos con chilli beans, queso amarillo derretido, especiales para el antojo, acompañados de jalapeños y pepinillos.",25.6529133,-100.3380086
123,25939,38086,Sweet Corn,392.7,"Media mazorca de elote amarillo con mantequilla, sal y pimienta.",25.6529133,-100.3380086
123,25964,38143,Coke,260.7,'-,25.6529133,-100.3380086
123,25964,38143,Nachos Brisket,260.7,Originales nachos con chillibeans mas trozitos de brisket.,25.6529133,-100.3380086
123,25967,38144,Chilli Cheese Fries,214.5,Papas fritas bañadas en chilli beans y queso amarillo.,25.6529133,-100.3380086
123,25967,38144,Mtn Dew,214.5,'-,25.6529133,-100.3380086
123,25967,38144,Nachos  Pulled Pork,214.5,Originales nachos con chillibeans mas pulled pork.,25.6529133,-100.3380086
123,25977,38151,Brisket,247.5,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25983,38926,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,25986,38156,Beer,479.6,'-,25.6529133,-100.3380086
123,25986,38156,Brisket Sandwich,479.6,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,25986,38156,Cole Slaw,479.6,Crujiente mix de ensalada americana de col blanca y morada con ligero sabor dulce.,25.6529133,-100.3380086
123,25986,38156,Corn,479.6,Delicioso pan de elote horneado libre de harinas.,25.6529133,-100.3380086
123,25986,38156,Mac and Cheese,479.6,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,25986,38156,Mtn Dew,479.6,'-,25.6529133,-100.3380086
123,25986,38156,Potato Salad,479.6,Tradicional ensalada de papa fria al puro estilo de texas.,25.6529133,-100.3380086
123,25986,38156,Pulled Pork,479.6,"Tradicional paleta de cerdo ahumada y desmenuzada en sus propios jugos. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25986,38156,Smashed Potatoes,479.6,"Papas machacadas con mantequilla, crema queso gouda y pimienta negra.",25.6529133,-100.3380086
123,25986,38203,Brisket,236.25,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,25987,38932,Mac and Cheese,245.3,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,25987,38932,Pulled Pork Sandwich,245.3,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,25989,38201,Nachos  Pulled Pork,225.5,Originales nachos con chillibeans mas pulled pork.,25.6529133,-100.3380086
123,25989,38201,Nachos Brisket,225.5,Originales nachos con chillibeans mas trozitos de brisket.,25.6529133,-100.3380086
123,26012,39395,Beef Ribs,273.9,"JUEVES A DOMINGO Costillas ""Plate Rib"" de res, sal y pimienta ahumados en madera de roble. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26012,39401,Mac and Cheese,56.7,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,26055,39467,Beef Ribs,336.6,"JUEVES A DOMINGO Costillas ""Plate Rib"" de res, sal y pimienta ahumados en madera de roble. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26055,39467,Coke,336.6,'-,25.6529133,-100.3380086
123,26055,39467,Water,336.6,'-,25.6529133,-100.3380086
123,26059,38921,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26064,38275,Mtn Dew,268.4,'-,25.6529133,-100.3380086
123,26064,38275,Pork Ribs,268.4,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26064,55550,Chilli Beans,306.94,Inigualables chilli beans con una combinación de sabor dulce y picante.,25.6529133,-100.3380086
123,26064,55550,Mtn Dew,306.94,'-,25.6529133,-100.3380086
123,26064,55550,Pork Ribs,306.94,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26079,38288,50 & 50 Sandwich,239.8,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26079,38288,Mtn Dew,239.8,'-,25.6529133,-100.3380086
123,26082,38289,Brisket,473.0,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26082,38289,Pork Ribs,473.0,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26083,38290,Sausage,214.5,"Salchicha ""Homemade"" ahumada lentamente, jugosa por dentro, crujiente por fuera. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26126,38490,Brisket Sandwich,243.1,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26126,38490,Coke,243.1,'-,25.6529133,-100.3380086
123,26126,39922,Brisket Sandwich,255.15,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26126,39922,Mac and Cheese,255.15,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,26145,38483,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26155,38685,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26186,38396,Pulled Pork Sandwich,202.8,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26187,38398,Coke,295.9,'-,25.6529133,-100.3380086
123,26187,38398,Pork Ribs,295.9,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26187,38890,Tipsy Texan Sandwich,187.95,"Pulled pork y ""Homemade Sausage"" en delicioso pan brioche.",25.6529133,-100.3380086
123,26188,38399,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26188,38420,Coke,33.6,'-,25.6529133,-100.3380086
123,26190,38404,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26190,38417,Coke,33.6,'-,25.6529133,-100.3380086
123,26193,38425,Brisket,247.5,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26198,38422,Mac and Cheese,284.9,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,26198,38422,Pork Ribs,284.9,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26200,38629,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26203,38461,Cheese,161.7,"Deliciosa torta de queso, receta original.",25.6529133,-100.3380086
123,26203,38461,Pecan,161.7,Delicioso pay de nuez horneado sobre masa sablee.,25.6529133,-100.3380086
123,26206,38437,Brisket,185.9,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26206,38437,Pork Ribs,185.9,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26206,38437,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26209,38438,Brisket,247.5,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26217,38458,Brisket Sandwich,243.1,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26217,38458,Coke,243.1,'-,25.6529133,-100.3380086
123,26217,39846,Brisket Sandwich,255.15,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26217,39846,French Fries,255.15,Clásicas papas fritas  con un toque de sal.,25.6529133,-100.3380086
123,26217,39846,Mac and Cheese,255.15,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,26217,39846,Smashed Potatoes,255.15,"Papas machacadas con mantequilla, crema queso gouda y pimienta negra.",25.6529133,-100.3380086
123,26217,39896,Coke,33.6,'-,25.6529133,-100.3380086
123,26220,38471,Pork Ribs,225.5,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26223,38491,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26234,38481,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26242,38489,Pork Ribs,225.5,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26246,38503,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26247,38497,50 & 50 Sandwich,291.5,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26247,38497,Coke,291.5,'-,25.6529133,-100.3380086
123,26247,38497,Creamed Corn,291.5,Clasica crema con elote y un toque de sabor dulce.,25.6529133,-100.3380086
123,26250,38500,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26251,38502,50 & 50 Sandwich,267.3,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26251,38502,Coke,267.3,'-,25.6529133,-100.3380086
123,26272,38539,Coke,221.1,'-,25.6529133,-100.3380086
123,26272,38539,Pulled Pork Sandwich,221.1,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26274,38547,Brisket Sandwich,185.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26274,38547,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26277,38543,50 & 50 Sandwich,185.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26277,38543,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26279,38545,Iced Tea,185.9,'-,25.6529133,-100.3380086
123,26279,38545,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26280,38552,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26280,38558,Coke,33.6,'-,25.6529133,-100.3380086
123,26280,45656,Cheese,51.45,"Deliciosa torta de queso, receta original.",25.6529133,-100.3380086
123,26282,38555,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26282,38986,50 & 50 Sandwich,187.95,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26292,38883,Pork Belly Slides,225.5,"Rebanadas de panceta de cerdo ahumado lentamente en leña con roble. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26311,42911,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26360,38630,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26361,38626,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26374,38638,Coke,221.1,'-,25.6529133,-100.3380086
123,26374,38638,Pulled Pork Sandwich,221.1,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26379,39836,Brisket,247.5,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26380,38645,50 & 50 Sandwich,232.1,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26380,38645,Coke,232.1,'-,25.6529133,-100.3380086
123,26385,38655,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26395,38673,Coke,221.1,'-,25.6529133,-100.3380086
123,26395,38673,Pulled Pork Sandwich,221.1,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26400,38728,Dr. Pepper,359.7,'-,25.6529133,-100.3380086
123,26400,38728,Nachos C/Chilli & Cheese,359.7,"Nachos con chilli beans, queso amarillo derretido, especiales para el antojo, acompañados de jalapeños y pepinillos.",25.6529133,-100.3380086
123,26400,38728,Pulled Pork Sandwich,359.7,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26400,38739,Pulled Pork Sandwich,177.45,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26409,38697,50 & 50 Sandwich,232.1,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26409,38697,Coke,232.1,'-,25.6529133,-100.3380086
123,26424,39901,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26425,38713,Creamed Corn,284.9,Clasica crema con elote y un toque de sabor dulce.,25.6529133,-100.3380086
123,26425,38713,Pork Ribs,284.9,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26428,44306,Coke,78.1,'-,25.6529133,-100.3380086
123,26428,44306,Mtn Dew,78.1,'-,25.6529133,-100.3380086
123,26436,38719,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26440,38723,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26441,38724,Mac and Cheese,245.3,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,26441,38724,Pulled Pork Sandwich,245.3,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26441,38742,Dr. Pepper,81.9,'-,25.6529133,-100.3380086
123,26442,38731,French Fries,190.3,Clásicas papas fritas  con un toque de sal.,25.6529133,-100.3380086
123,26442,38731,Mac and Cheese,190.3,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,26442,38731,Nachos C/Chilli & Cheese,190.3,"Nachos con chilli beans, queso amarillo derretido, especiales para el antojo, acompañados de jalapeños y pepinillos.",25.6529133,-100.3380086
123,26443,44301,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26443,44301,Pulled Pork Sandwich,196.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26443,44307,Pulled Pork Sandwich,177.45,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26454,38750,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26457,38761,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26458,38762,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26482,39270,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26485,44437,Pork Belly Bites,225.5,"Cubos de panceta de cerdo ahumados lentamente con un toque dulce. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26485,44437,Pork Ribs,225.5,"Autenticas costillas de puerco ""Spare Ribs"" ahumadas tecnica ""Low & Slow"" Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26513,40712,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26544,39149,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26544,40209,Pulled Pork Sandwich,354.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26544,40210,Pecan,51.45,Delicioso pay de nuez horneado sobre masa sablee.,25.6529133,-100.3380086
123,26547,38892,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26548,38897,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26549,38893,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26561,39141,Mac and Cheese,256.3,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,26561,39141,Tipsy Texan Sandwich,256.3,"Pulled pork y ""Homemade Sausage"" en delicioso pan brioche.",25.6529133,-100.3380086
123,26562,39144,Brisket Sandwich,207.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26573,39167,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26583,38955,Coke,407.0,'-,25.6529133,-100.3380086
123,26583,38955,Pulled Pork Sandwich,407.0,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26587,38950,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26588,38952,Tipsy Texan Sandwich,179.0,"Pulled pork y ""Homemade Sausage"" en delicioso pan brioche.",25.6529133,-100.3380086
123,26589,39142,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26605,38969,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26607,38967,Coke,306.9,'-,25.6529133,-100.3380086
123,26607,38967,Pork Shank,306.9,"Espectacular chamorro de puerco abobado con salsa especial de la casa. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26643,39026,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26688,40480,Mac and Cheese,178.2,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,26688,40480,Smashed Potatoes,178.2,"Papas machacadas con mantequilla, crema queso gouda y pimienta negra.",25.6529133,-100.3380086
123,26727,39145,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26735,39180,Brisket Sandwich,486.2,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26735,39180,Coke,486.2,'-,25.6529133,-100.3380086
123,26737,39170,Brisket,290.4,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26737,39170,Mtn Dew,290.4,'-,25.6529133,-100.3380086
123,26738,39183,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26738,39183,Brisket Sandwich,196.9,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26738,39183,Coke,196.9,'-,25.6529133,-100.3380086
123,26739,39203,Brisket Sandwich,243.1,Nuestro famoso brisket ahumado por 12 horas en delicioso pan brioche.,25.6529133,-100.3380086
123,26739,39203,Coke,243.1,'-,25.6529133,-100.3380086
123,26743,39178,Coke,185.9,'-,25.6529133,-100.3380086
123,26743,39178,Pulled Pork Sandwich,185.9,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26750,39205,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26752,39208,Brisket,388.3,"Pecho de res al famoso ""Texas Style"" tecnica de ahumado en leña de roble por 12hrs. Acompañado de Salsa BBQ, cebolla curtida, pepinillos y pan de barra.",25.6529133,-100.3380086
123,26752,39208,Coke,388.3,'-,25.6529133,-100.3380086
123,26752,39208,Dr. Pepper,388.3,'-,25.6529133,-100.3380086
123,26752,39208,Water,388.3,'-,25.6529133,-100.3380086
123,26754,40737,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26757,39213,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26768,39233,50 & 50 Sandwich,286.0,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26768,39233,Coke,286.0,'-,25.6529133,-100.3380086
123,26768,39233,Potato Salad,286.0,Tradicional ensalada de papa fria al puro estilo de texas.,25.6529133,-100.3380086
123,26768,40762,50 & 50 Sandwich,270.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26768,40762,Mac and Cheese,270.9,Cremosos macarrones con original queso cheddar.,25.6529133,-100.3380086
123,26768,40762,Water,270.9,'-,25.6529133,-100.3380086
123,26769,39238,Coke,319.0,'-,25.6529133,-100.3380086
123,26769,39238,Creamed Corn,319.0,Clasica crema con elote y un toque de sabor dulce.,25.6529133,-100.3380086
123,26769,39238,Iced Tea,319.0,'-,25.6529133,-100.3380086
123,26769,39238,Pulled Pork Sandwich,319.0,Paleta de cerdo ahumado y desmenuzado en delicioso pan brioche.,25.6529133,-100.3380086
123,26770,39235,50 & 50 Sandwich,196.9,Brisket ahumado mas pulled pork en delicioso pan brioche.,25.6529133,-100.3380086
123,26775,39299,Coke,89.1,'-,25.6529133,-100.3380086
123,26775,39299,Smashed Potatoes,89.1,"Papas machacadas con mantequilla, crema queso gouda y pimienta negra.",25.6529133,-100.3380086
123,26775,39299,Sweet Corn,89.1,"Media mazorca de elote amarillo con mantequilla, sal y pimienta.",25.6529133,-100.3380086
123,26779,39245,Pecan,53.9,Delicioso pay de nuez horneado sobre masa sablee.,25.6529133,-100.3380086
