EstablishmentId,tokens,cluster,category,category_Asiática,category_Bebidas,category_Categoría_2,category_Categoría_8,category_Comida_Rápida,category_Desayunos,category_Italiana,category_Postres,category_Saludable
68,"['miso', 'shiru', 'sebollín', 'tofu']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,"['miso', 'mariscos', 'verduras', 'camarón', 'cangrejo', 'chile', 'opción', 'spicy']",7,Asiática,0.4444,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,0.0
68,"['ensalada', 'pollo', 'pollo', 'tocino', 'elote', 'tomate']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,"['ensalada', 'camarón', 'camarón', 'aguacate', 'tocino']",7,Asiática,0.4444,0.0,0.0,0.4444,0.0,0.0,0.1111,0.0,0.0
68,"['sunomono', 'pulpo', 'cangrejo']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['sunomono', 'mixto', 'pulpo', 'cangrejo']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['calamares', 'fritos', 'calamares', 'fritos', 'montados', 'cama', 'lechiga', 'jugo', 'limón', 'togarashi']",5,Comida Rápida,0.0,0.0,0.0,0.4444,0.4444,0.1111,0.0,0.0,0.0
68,"['gyosa', 'rellenas', 'carne', 'verdura']",6,Desayunos,0.0,0.0,0.0,0.2222,0.0,0.6667,0.1111,0.0,0.0
68,"['gyutataki', 'filete', 'res', 'marinado']",8,Categoría_8,0.0,0.0,0.0,0.7778,0.1111,0.0,0.1111,0.0,0.0
68,"['kushiages', 'brochetas', 'queso', 'piezas']",8,Categoría_8,0.0,0.0,0.0,0.3333,0.0,0.1111,0.5556,0.0,0.0
68,"['yakiebi', 'brochetas', 'camarón', 'empanizado', 'piezas']",7,Asiática,0.2222,0.0,0.0,0.7778,0.0,0.0,0.0,0.0,0.0
68,"['yakigyu', 'brochetas', 'carne', 'piezas']",6,Desayunos,0.0,0.0,0.0,0.3333,0.2222,0.2222,0.2222,0.0,0.0
68,"['yakikoto', 'brochetas', 'mixtas']",5,Comida Rápida,0.0,0.0,0.0,0.2222,0.7778,0.0,0.0,0.0,0.0
68,"['yakitori', 'brochetas', 'pollo', 'piezas']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['camarones', 'roca', 'camarones', 'empanizados']",7,Asiática,0.2222,0.0,0.0,0.7778,0.0,0.0,0.0,0.0,0.0
68,"['camarones', 'koto', 'spicy', 'aguachile', 'camarón']",7,Asiática,0.3333,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
68,"['yasal', 'tempura', 'verduras', 'capeadas']",8,Categoría_8,0.1111,0.0,0.0,0.4444,0.4444,0.0,0.0,0.0,0.0
68,['edamames'],7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['koto', 'cangrejo', 'empanizado', 'relleno', 'queso', 'verduras', 'acompañado', 'aderezo', 'chipotle']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['serrano', 'queso', 'cangrejo', 'capeado', 'relleno', 'queso', 'chile', 'serrano', 'toque', 'aderezo', 'especial', 'salsa', 'anguila', 'ajonjolí']",7,Asiática,0.8889,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0
68,"['salmón', 'crujiente', 'cangrejo', 'empanizado', 'relleno', 'mezcla', 'queso', 'salmón', 'dorado', 'aderezo', 'chipotle']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['jalapeño', 'verduras', 'cangrejo', 'empanizado', 'relleno', 'queso', 'jalapeño', 'verduras']",7,Asiática,0.6667,0.0,0.0,0.2222,0.0,0.0,0.1111,0.0,0.0
68,"['poke', 'bowl', 'salmón', 'arroz', 'salmón', 'aguacate', 'pepino', 'zanahoria', 'rabano', 'cebollín', 'furikake', 'alga']",7,Asiática,0.8889,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0
68,"['poke', 'bowl', 'atún', 'arroz', 'atún', 'pepino', 'mango', 'zanahoria', 'jícama', 'aguacate', 'cebolla', 'morada', 'hojuelas', 'chile', 'seco', 'piel', 'salmón', 'dorada']",8,Categoría_8,0.4444,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,0.0
68,"['poke', 'bowl', 'camaróncoco', 'arroz', 'camarón', 'piña', 'coco', 'aguacate', 'pepino', 'elote', 'ajonjolí']",7,Asiática,0.8889,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0
68,"['teppan', 'bowl', 'filete', 'res', 'arroz', 'carne', 'zanahoria', 'brocolí', 'coliflor', 'calabaza', 'morrón', 'cebolla', 'germén', 'soya', 'champiñon', 'ajotes']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['teppan', 'bowl', 'pollo', 'arroz', 'pollo', 'zanahoria', 'brócoli', 'coliflor', 'calabaza', 'morrón', 'cebolla', 'germen', 'soya', 'champiñón', 'ejotes', 'tiras', 'alga']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['teppan', 'bowl', 'camarón', 'arroz', 'camarón', 'zanahoria', 'brócoli', 'coliflor', 'calabaza', 'morrón', 'cebolla', 'germen', 'soya', 'champiñon', 'ejotes']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['avocado', 'especial', 'roll', 'anguila', 'queso', 'aguacate']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['california', 'roll', 'cangrejo', 'pepino', 'aguacate']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['cangrejo', 'roll', 'cangrejo', 'tartara', 'koto', 'chile', 'serrano']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['ebi', 'tempura', 'maki', 'roll', 'camarones', 'capeados', 'aguacate', 'masago']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['filadelfia', 'roll', 'salmón', 'queso', 'filadelfia']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['futo', 'maki', 'roll', 'camarón', 'cangrejo', 'pescado', 'pepino', 'aguacate', 'zanahoria']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['roll', 'camarón', 'empanizado', 'queso', 'aguacate', 'chile', 'serrano', 'tampico', 'spicy']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['campuzano', 'roll', 'anguila', 'queso', 'cangrejo', 'tampico']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['chapa', 'roll', 'cangrejo', 'camarón', 'queso', 'aguacate', 'tampico']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['colosio', 'roll', 'arroz', 'frito', 'cangrejo', 'camarón', 'queso', 'verduras', 'capeadas', 'aguacate', 'tampico']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['miami', 'roll', 'salmón', 'queso', 'aguacate', 'chipotle', 'salsa', 'crunch', 'spicy']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['nico', 'roll', 'cangrejo', 'tempura', 'queso', 'aguacate', 'tampico', 'chile']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['villarreal', 'arroz', 'frito', 'queso', 'aguacate', 'camarones', 'tempura']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['abril', 'roll', 'anguila', 'camarón', 'tampico', 'queso', 'aguacate', 'pollo', 'tampico']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['banana', 'cheese', 'roll', 'plátano', 'macho', 'aguacate', 'queso', 'manchego', 'salsa', 'anguila']",7,Asiática,0.7778,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0
68,"['cosmos', 'roll', 'anguila', 'cangrejo', 'salmón', 'camarón', 'pulpo', 'queso', 'aguacate']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['gaby', 'roll', 'arroz', 'frito', 'queso', 'camarón', 'empanizado', 'aguacate', 'chile', 'serrano', 'tampico']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['laguna', 'roll', 'pulpo', 'queso', 'aguacate', 'chile', 'serrano', 'tampico']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['maíz', 'roll', 'cangrejo', 'queso', 'aguacate', 'cangrejo', 'tampico']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['mexicano', 'roll', 'filete', 'res', 'queso', 'cebollín', 'aguacate', 'chipotle', 'spicy']",7,Asiática,0.8889,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0
68,"['monterrey', 'roll', 'queso', 'aguacate', 'chile', 'serrano', 'pollo']",7,Asiática,0.6667,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
68,"['ruelas', 'roll', 'surimi', 'empanizado', 'queso', 'aguacate', 'chiles', 'toreados', 'arroz', 'frito', 'tampico']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['zuñiga', 'roll', 'arroz', 'frito', 'tampico', 'salmón']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['hot', 'avocado', 'camarón', 'pepino', 'queso', 'salsa', 'koto', 'camarón']",8,Categoría_8,0.7778,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0
68,"['geisha', 'roll', 'camarón', 'pepino', 'queso', 'salsa', 'koto', 'camarón', 'fuera']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['neptuno', 'roll', 'salmón', 'surimi', 'queso', 'salsa', 'koto', 'pulpo']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['cancún', 'roll', 'salmón', 'plancha', 'chipotle', 'mayonesa', 'cebollín', 'aguacate', 'alga', 'spicy']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['fortuna', 'roll', 'camarón', 'queso', 'aguacate', 'cangrejo']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['hot', 'tuna', 'roll', 'queso', 'crema', 'cebollín', 'aguacate', 'atún', 'aderezo', 'picante', 'spicy']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['italia', 'roll', 'arroz', 'frito', 'anguila', 'cangrejo', 'salmón', 'camarón', 'pulpo', 'queso', 'aguacate']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['kirsh', 'roll', 'salmón', 'zanahoria', 'queso', 'aguacate', 'cangrejo', 'tampico', 'masago']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['macho', 'banana', 'roll', 'queso', 'aguacate', 'cacahuate', 'lechuga', 'plátano', 'macho']",7,Asiática,0.6667,0.0,0.0,0.2222,0.0,0.0,0.1111,0.0,0.0
68,"['lucifer', 'roll', 'anguila', 'queso', 'cangrejo']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['luis', 'miguel', 'roll', 'cangrejo', 'queso', 'aguacate', 'masago', 'salmón']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['shiro', 'roll', 'camarón', 'cangrejo', 'queso', 'masago', 'aguacate', 'zanahoria']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['mango', 'roll', 'queso', 'aguacate', 'cacahuate', 'lechuga', 'mango']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['marco', 'roll', 'salmón', 'empanizado', 'queso', 'aguacate', 'chile', 'chipotle', 'cangrejo']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['wolberg', 'roll', 'cangrejo', 'pepino', 'aguacate', 'queso', 'masago', 'salmón']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"['naranjada', 'natural']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['pura', 'vida', 'camarón', 'queso', 'cebollín', 'tampico']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['sake', 'crab', 'roll', 'salmón', 'queso', 'aguacate', 'surimi', 'cebollín', 'sirracha']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['veggie', 'roll', 'verduras', 'plancha', 'pepino', 'zanahoria', 'aguacate']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['uyuyuy', 'roll', 'camarón', 'empanizado', 'queso', 'tampico', 'aguacate']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['temakis', 'ebi', 'temaki', 'camarón']",7,Asiática,0.3333,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
68,"['temakis', 'tako', 'pulpo']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['temakis', 'sake', 'salmón']",7,Asiática,0.7778,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0
68,"['temakis', 'kanikama', 'cangrejo']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['masago', 'hueva', 'pez', 'volador']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,"['sashimi', 'atún', 'filetes', 'atún', 'chile', 'serrano', 'cebollín', 'salsa', 'soya', 'preparada']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['sashimi', 'salmón', 'filete', 'salmón', 'pimientos', 'verde', 'rojo', 'amarillo', 'salsa', 'ponzu']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['tostada', 'atún', 'lajas', 'atún', 'aguacate', 'cebolla', 'morada', 'salsa', 'spicy']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['tostada', 'atún', 'ahumado', 'atún', 'salteado', 'mantequilla', 'cebolla', 'chile', 'poblano']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['tostada', 'camarón', 'camarón', 'zanahoria', 'tomate', 'aguacate', 'cebolla', 'morada']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['tostada', 'pulpo', 'pulpo', 'rodajas', 'tomate', 'cebolla', 'morada', 'zanahoria', 'aguacate']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['tostada', 'mixta', 'camarón', 'pulpo', 'pescado', 'cebolla', 'morada', 'zanahoria', 'aguacate', 'tomate']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['tostada', 'pescado', 'filete', 'pescado', 'cubos', 'zanahoria', 'cebolla', 'morada', 'aguacate', 'tomate', 'salsa', 'cilantro']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['ceviche', 'pescado', 'filete', 'pescado', 'cubos', 'zanahoria', 'cebolla', 'morada', 'aguacate', 'tomate', 'salsa', 'cilantro']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['ceviche', 'camarón', 'camarón', 'zanahoria', 'tomate', 'aguacate', 'cebolla', 'morada']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['ceviche', 'mixto', 'camarón', 'pulpo', 'pescado', 'cebolla', 'morada', 'zanahoria', 'aguacate', 'tomate']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['teppanyaki', 'verduras', 'verduras']",8,Categoría_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,"['teppanyaki', 'pollo', 'carne', 'acompañado', 'pollo', 'carne']",3,Italiana,0.0,0.0,0.0,0.1111,0.0,0.0,0.8889,0.0,0.0
68,"['teppanyaki', 'camarón', 'salmón']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['teppanyaki', 'koto', 'especial']",5,Comida Rápida,0.0,0.0,0.0,0.4444,0.5556,0.0,0.0,0.0,0.0
68,"['limonada', 'refil']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['jamaica', 'refil']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,['refil'],1,Bebidas,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['botella', 'agua']",0,Saludable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,"['modelo', 'especial']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,"['negra', 'modelo']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,"['michelob', 'ultra']",0,Saludable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,['stella'],5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,"['tarro', 'michelado', 'jugo', 'limón', 'petroleo', 'sal', 'hielo']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['tarro', 'chelado', 'jugo', 'limón', 'sal', 'hielo']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['clamato', 'cerveza', 'clamato', 'petróleo', 'jugo', 'limón', 'cerveza', 'sal', 'tajín']",2,Categoría_2,0.0,0.0,0.8889,0.0,0.1111,0.0,0.0,0.0,0.0
68,"['clamato', 'clamato', 'petróleo', 'jugo', 'limó', 'sal', 'hielo']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['clamato', 'vodka', 'clamato', 'petróleo', 'jugo', 'limón', 'sal', 'tajín']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['clamato', 'almeja', 'cerveza', 'petróleo', 'jugo', 'limón', 'lemon', 'peper', 'cerveza', 'almeja', 'jugo', 'clamato', 'sal', 'tajin']",2,Categoría_2,0.0,0.0,0.7778,0.1111,0.1111,0.0,0.0,0.0,0.0
68,"['piña', 'colada', 'preparada', 'bacardi', 'blanco']",5,Comida Rápida,0.0,0.0,0.4444,0.0,0.5556,0.0,0.0,0.0,0.0
68,"['sangría', 'casa', 'jugo', 'limón', 'agua', 'mineral', 'vino', 'tinto', 'hielo']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['vampiro', 'sangrita', 'viuda', 'refresco', 'toronja', 'tequila', 'blanco', 'jugo', 'limón', 'sal', 'hielo']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['paloma', 'jugo', 'limón', 'tequila', 'blanco', 'refresco', 'toronja']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['mojito', 'cubano', 'preparado', 'ron', 'havana']",0,Saludable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,"['clericot', 'koto', 'blanco', 'jarabe', 'sprite', 'vino', 'blanco', 'kiwi', 'uvas', 'blancas']",5,Comida Rápida,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.3333
68,"['clericot', 'koto', 'tinto', 'jarabe', 'refresco', 'manzana', 'vino', 'tinto', 'manzana', 'uvas', 'blancas']",2,Categoría_2,0.0,0.0,0.6667,0.0,0.3333,0.0,0.0,0.0,0.0
68,"['copa', 'vino', 'tinto']",0,Saludable,0.0,0.0,0.1111,0.0,0.1111,0.0,0.0,0.0,0.7778
68,"['copa', 'vino', 'blanco']",0,Saludable,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.6667
68,"['copa', 'vino', 'rosado']",0,Saludable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,"['lambrusco', 'vino', 'tinto']",5,Comida Rápida,0.0,0.0,0.1111,0.0,0.5556,0.0,0.0,0.0,0.3333
68,"['zinfandel', 'vino', 'rosado']",0,Saludable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,"['blac', 'blac']",5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,"['margarita', 'limón', 'jugo', 'limón', 'tequila', 'blanco', 'triple', 'sec']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['margarita', 'fresa', 'granadina', 'tequila', 'blanco', 'triple', 'sec', 'fresa', 'congelada', 'jugo', 'limón']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['margarita', 'mango', 'tequila', 'blanco', 'triple', 'sec', 'mango', 'jugo', 'limón']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['margarita', 'mango', 'chamoy', 'tequila', 'blanco', 'triple', 'sec', 'mango', 'jugo', 'limón', 'chamoy']",2,Categoría_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['nieve', 'vainilla', 'cajeta', 'chocolate', 'mermelada', 'fresa']",4,Postres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,"['helado', 'tempura', 'vainilla', 'cajeta', 'chocolate', 'mermelada', 'fresa']",4,Postres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,['tortuga'],5,Comida Rápida,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,['brownie'],4,Postres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,"['kombito', 'medio', 'maki', 'roll', 'elegir', 'camarón', 'anguila', 'cangrejo', 'salmón', 'pepino', 'queso', 'medio', 'arroz', 'kushiages']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['kombito', 'filete', 'pescado', 'empanizado', 'medio', 'arroz', 'kushiages']",7,Asiática,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"['kombito', 'koto', 'bites', 'nuggets', 'pollo', 'empanizado', 'medio', 'arroz', 'kushiagues']",7,Asiática,0.6667,0.0,0.0,0.1111,0.2222,0.0,0.0,0.0,0.0
68,"['elige', 'salsa']",8,Categoría_8,0.0,0.0,0.0,0.8889,0.1111,0.0,0.0,0.0,0.0
69,"['taco', 'pollo', 'salsa', 'verde']",8,Categoría_8,0.0,0.0,0.0,0.7778,0.0,0.2222,0.0,0.0,0.0
69,"['taco', 'pollo', 'salsa', 'roja']",6,Desayunos,0.0,0.0,0.0,0.1111,0.0,0.8889,0.0,0.0,0.0
69,"['tacos', 'tinga', 'pollo']",6,Desayunos,0.0,0.0,0.0,0.1111,0.0,0.8889,0.0,0.0,0.0
69,"['taco', 'picadillo']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'chuleta', 'cerdo']",6,Desayunos,0.0,0.0,0.0,0.0,0.4444,0.5556,0.0,0.0,0.0
69,"['taco', 'chorizo']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'clásico', 'rajas', 'queso', 'rajas', 'chile', 'poblano', 'crema', 'queso', 'panela']",6,Desayunos,0.0,0.0,0.0,0.4444,0.0,0.4444,0.1111,0.0,0.0
69,"['taco', 'huevo', 'salsa', 'verde']",6,Desayunos,0.0,0.0,0.0,0.6667,0.0,0.3333,0.0,0.0,0.0
69,"['taco', 'huevo', 'salsa', 'roja']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['tacos', 'papita', 'huevo']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'clásico', 'papita', 'chorizo']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'banderilla', 'salchicha']",6,Desayunos,0.0,0.0,0.0,0.0,0.1111,0.5556,0.3333,0.0,0.0
69,"['taco', 'nopal', 'asado']",6,Desayunos,0.0,0.0,0.0,0.1111,0.0,0.8889,0.0,0.0,0.0
69,"['taco', 'clasico', 'papa']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'pollo']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'res']",6,Desayunos,0.0,0.0,0.0,0.1111,0.0,0.4444,0.4444,0.0,0.0
69,"['taco', 'dorado', 'papa']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'dorado', 'papita', 'chorizo']",6,Desayunos,0.0,0.0,0.0,0.1111,0.0,0.8889,0.0,0.0,0.0
69,"['taco', 'dorado', 'rajas', 'queso']",6,Desayunos,0.0,0.0,0.0,0.1111,0.0,0.8889,0.0,0.0,0.0
69,"['taco', 'rajas', 'cebollita']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'chorizo', 'papa']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'chorizo', 'queso']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'ahogados', 'res']",6,Desayunos,0.0,0.0,0.0,0.1111,0.1111,0.5556,0.2222,0.0,0.0
69,"['taco', 'ahogados', 'pollo']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'pollo', 'empanizado']",7,Asiática,0.2222,0.0,0.0,0.0,0.0,0.6667,0.1111,0.0,0.0
69,"['taco', 'pollo', 'champiñón']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'alambre', 'pollo', 'mezcla', 'perfecta', 'pollito', 'tocino', 'cebolla', 'pimiento']",3,Italiana,0.0,0.0,0.0,0.1111,0.0,0.1111,0.7778,0.0,0.0
69,"['taco', 'fajitas', 'pollo']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,"['taco', 'alambre', 'res', 'carnita', 'res', 'mezclada', 'tocino', 'cebolla', 'pimiento']",3,Italiana,0.0,0.0,0.0,0.0,0.0,0.2222,0.7778,0.0,0.0
69,"['taco', 'casa', 'arrachera']",6,Desayunos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
